----system---- --total-cpu-usage-- ------memory-usage----- --io/total-----io/sda------io/sdh-- -dsk/total----dsk/sda-----dsk/sdh-- ----root--------data---
     time     |usr sys idl wai stl| used  free  buff  cach| read  writ: read  writ: read  writ| read  writ: read  writ: read  writ| used  free: used  free
24-02 14:06:44|  3   2  95   1   0|3048M 9571M 1410M 16.9G| 274   108 :   0     0 : 274   100 |  33M   27M:   0     0 :  33M   27M|44.8G  451G:34.4G  457G
24-02 14:06:45|  5   2  89   4   0|3116M 9503M 1410M 16.9G| 187   450 :   0  14.0 : 187   392 |  20M  164M:   0    60k:  20M  162M|44.8G  451G:34.5G  457G
24-02 14:06:46|  4   2  81  13   0|3114M 9503M 1410M 16.9G| 138   706 :   0  6.00 : 138   692 |  15M  332M:   0    24k:  15M  332M|44.8G  451G:34.5G  457G
24-02 14:06:47|  2   2  95   1   0|3120M 9497M 1410M 16.9G| 189   102 :   0  6.00 : 189  96.0 |  14M   27M:   0   120k:  14M   27M|44.8G  451G:34.5G  457G
24-02 14:06:48|  3   2  94   1   0|3101M 9516M 1410M 16.9G| 157   128 :   0  4.00 : 157   118 |8648k   26M:   0    20k:8648k   26M|44.8G  451G:34.5G  457G
24-02 14:06:49|  3   1  95   1   0|3091M 9525M 1410M 16.9G|74.0  81.0 :   0  6.00 :74.0  73.0 |8956k   26M:   0    32k:8956k   26M|44.8G  451G:34.5G  457G
24-02 14:06:50|  3   2  91   4   0|3099M 9521M 1410M 16.9G| 215   380 :   0  15.0 : 215   322 |  26M  201M:   0   508k:  26M  197M|44.8G  451G:34.6G  457G
24-02 14:06:51|  3   1  95   1   0|3090M 9532M 1410M 16.9G| 268  86.0 :   0  7.00 : 268  77.0 |  33M   27M:   0    32k:  33M   27M|44.8G  451G:34.6G  456G
24-02 14:06:52|  3   2  95   0   0|3091M 9529M 1410M 16.9G| 258  77.0 :   0     0 : 258  77.0 |  32M   36M:   0     0 :  32M   36M|44.8G  451G:34.6G  456G
24-02 14:06:53|  3   1  95   1   0|3055M 9565M 1410M 16.9G| 289  91.0 :   0  9.00 : 289  82.0 |  33M   50M:   0   140k:  33M   50M|44.8G  451G:34.6G  456G
24-02 14:06:54|  3   2  94   1   0|3053M 9566M 1410M 16.9G| 256   104 :   0     0 : 256  96.0 |  31M   42M:   0     0 :  31M   42M|44.8G  451G:34.6G  456G
24-02 14:06:55|  3   2  92   3   0|3044M 9577M 1410M 16.9G| 134   330 :   0  3.00 : 134   325 |  11M  138M:   0    20k:  11M  137M|44.8G  451G:34.7G  456G
24-02 14:06:56|  4   2  93   1   0|3045M 9578M 1410M 16.9G| 203   130 :   0  5.00 : 203   117 |  18M   25M:   0    24k:  18M   25M|44.8G  451G:34.7G  456G
24-02 14:06:57|  3   1  94   1   0|3051M 9570M 1410M 16.9G| 203   106 :   0  4.00 : 203   102 |  16M   27M:   0    20k:  16M   27M|44.8G  451G:34.7G  456G
24-02 14:06:58|  3   2  83  12   0|3053M 9569M 1410M 16.9G| 204   868 :2.00  44.0 : 202   762 |  21M  465M:  12k  540k:  21M  462M|44.8G  451G:34.7G  456G
24-02 14:06:59|  3   2  94   1   0|3050M 9572M 1410M 16.9G| 191  80.0 :   0     0 : 191  80.0 |  17M   27M:   0     0 :  17M   27M|44.8G  451G:34.7G  456G
24-02 14:07:00|  5   2  92   1   0|3049M 9571M 1410M 16.9G| 261   101 :   0  12.0 : 261  81.0 |  32M   27M:   0    48k:  32M   27M|44.8G  451G:34.8G  456G
24-02 14:07:01|  3   2  95   1   0|3053M 9567M 1410M 16.9G| 239  78.0 :   0  3.00 : 239  75.0 |  26M   26M:   0    16k:  26M   26M|44.8G  451G:34.8G  456G
24-02 14:07:02|  3   2  94   0   0|3059M 9561M 1410M 16.9G| 262  84.0 :   0  2.00 : 262  80.0 |  32M   26M:   0  8192B:  32M   26M|44.8G  451G:34.8G  456G
24-02 14:07:03|  3   2  94   1   0|3064M 9556M 1410M 16.9G| 261  88.0 :1.00  5.00 : 260  83.0 |  32M   27M:4096B  108k:  32M   27M|44.8G  451G:34.8G  456G
24-02 14:07:04|  4   2  92   3   0|3070M 9551M 1410M 16.9G| 248   292 :   0  7.00 : 248   277 |  31M  109M:   0    32k:  31M  109M|44.8G  451G:34.8G  456G
24-02 14:07:05|  2   2  95   1   0|3069M 9550M 1410M 16.9G| 241   100 :   0  6.00 : 241  92.0 |  26M   26M:   0    24k:  26M   26M|44.8G  451G:34.9G  456G
----system---- --total-cpu-usage-- ------memory-usage----- --io/total-----io/sda------io/sdh-- -dsk/total----dsk/sda-----dsk/sdh-- ----root--------data---
     time     |usr sys idl wai stl| used  free  buff  cach| read  writ: read  writ: read  writ| read  writ: read  writ: read  writ| used  free: used  free
24-02 14:07:06|  2   1  96   1   0|3078M 9539M 1410M 16.9G| 252   109 :   0  7.00 : 252  96.0 |  30M   25M:   0    32k:  30M   25M|44.8G  451G:34.9G  456G
24-02 14:07:07|  2   2  81  15   0|3083M 9535M 1410M 16.9G| 175   734 :   0  13.0 : 175   649 |  20M  449M:   0   440k:  20M  444M|44.8G  451G:34.9G  456G
24-02 14:07:08|  4   2  92   3   0|3077M 9540M 1411M 16.9G| 256   432 :   0  45.0 : 256   379 |  28M  119M:   0   272k:  28M  119M|44.8G  451G:34.9G  456G
24-02 14:07:09|  2   2  97   0   0|3076M 9540M 1411M 16.9G| 258  75.0 :   0     0 : 258  75.0 |  32M   26M:   0     0 :  32M   26M|44.8G  451G:34.9G  456G
24-02 14:07:10|  2   2  95   1   0|3065M 9551M 1411M 16.9G| 263   115 :   0  5.00 : 263   104 |  33M   26M:   0    20k:  33M   26M|44.8G  451G:35.0G  456G
24-02 14:07:11|  2   1  96   1   0|3059M 9561M 1411M 16.9G| 278  80.0 :   0  6.00 : 278  72.0 |  34M   26M:   0    28k:  34M   26M|44.8G  451G:35.0G  456G
24-02 14:07:12|  3   2  95   0   0|3071M 9548M 1411M 16.9G| 253  85.0 :   0  5.00 : 253  80.0 |  32M   39M:   0    24k:  32M   39M|44.8G  451G:35.0G  456G
24-02 14:07:13|  2   3  82  13   0|3073M 9544M 1411M 16.9G| 197   711 :   0  18.0 : 197   651 |  23M  442M:   0   588k:  23M  440M|44.8G  451G:35.0G  456G
24-02 14:07:14|  3   2  94   1   0|3072M 9546M 1411M 16.9G| 259   111 :   0  2.00 : 259   101 |  32M   49M:   0  8192B:  32M   49M|44.8G  451G:35.0G  456G
24-02 14:07:15|  4   2  92   2   0|3064M 9552M 1411M 16.9G| 248   291 :   0  26.0 : 248   260 |  31M   99M:   0   172k:  31M   98M|44.8G  451G:35.1G  456G
24-02 14:07:16|  4   2  92   3   0|3061M 9556M 1411M 16.9G| 251   226 :   0  5.00 : 251   215 |  31M  109M:   0    24k:  31M  109M|44.8G  451G:35.1G  456G
24-02 14:07:17|  2   1  93   3   0|3064M 9555M 1411M 16.9G| 234   345 :   0  8.00 : 234   288 |  29M  125M:   0    68k:  29M  123M|44.8G  451G:35.1G  456G
24-02 14:07:18|  3   2  94   2   0|3047M 9567M 1411M 16.9G| 267   208 :   0  8.00 : 267   192 |  25M   83M:   0    64k:  25M   82M|44.8G  451G:35.1G  456G
24-02 14:07:19|  2   1  96   0   0|3056M 9555M 1411M 16.9G|   0   108 :   0  9.00 :   0  97.0 |   0    26M:   0   124k:   0    26M|44.8G  451G:35.1G  456G
24-02 14:07:20|  3   1  96   0   0|3049M 9563M 1411M 16.9G|3.00  88.0 :   0  3.00 :3.00  79.0 | 104k   26M:   0    12k: 104k   26M|44.8G  451G:35.1G  456G
24-02 14:07:21|  3   1  96   0   0|3047M 9564M 1411M 16.9G|3.00  80.0 :   0  8.00 :3.00  72.0 | 384k   25M:   0    36k: 384k   25M|44.8G  451G:35.1G  456G
24-02 14:07:22|  4   1  95   0   0|3042M 9569M 1411M 16.9G|8.00  78.0 :   0     0 :8.00  78.0 | 216k   27M:   0     0 : 216k   27M|44.8G  451G:35.1G  456G
24-02 14:07:23|  5   1  94   0   0|3109M 9502M 1411M 16.9G|3.00   102 :   0  18.0 :3.00  82.0 | 384k   26M:   0   244k: 384k   26M|44.8G  451G:35.1G  456G
24-02 14:07:24|  4   1  95   0   0|3108M 9502M 1411M 16.9G|3.00   136 :   0  22.0 :3.00   106 | 144k   27M:   0   184k: 144k   27M|44.8G  451G:35.1G  456G
24-02 14:07:25|  3   1  95   1   0|3099M 9510M 1411M 16.9G|5.00   159 :   0  8.00 :5.00   117 | 304k   28M:   0    40k: 304k   25M|44.8G  451G:35.1G  456G
24-02 14:07:26|  4   1  95   0   0|3104M 9505M 1411M 16.9G|3.00   110 :   0  6.00 :3.00  98.0 | 280k   26M:   0    28k: 280k   26M|44.8G  451G:35.1G  456G
24-02 14:07:27|  3   1  96   0   0|3108M 9501M 1411M 16.9G|8.00  99.0 :   0  4.00 :8.00  95.0 | 520k   26M:   0    20k: 520k   26M|44.8G  451G:35.1G  456G
24-02 14:07:28|  3   1  96   0   0|3095M 9516M 1411M 16.9G|2.00   109 :   0  16.0 :2.00  87.0 | 256k   25M:   0   404k: 256k   25M|44.8G  451G:35.1G  456G
24-02 14:07:29|  2   1  96   1   0|3100M 9511M 1411M 16.9G|7.00  86.0 :   0  2.00 :7.00  82.0 | 384k   26M:   0   132k: 384k   25M|44.8G  451G:35.1G  456G
24-02 14:07:30|  3   1  91   4   0|3042M 9569M 1411M 16.9G|3.00   866 :   0  2.00 :3.00   799 | 264k  251M:   0  8192B: 264k  248M|44.8G  451G:35.1G  456G
24-02 14:07:31|  4   1  95   0   0|3042M 9569M 1411M 16.9G|7.00  93.0 :   0  8.00 :7.00  83.0 | 384k   26M:   0    40k: 384k   26M|44.8G  451G:35.1G  456G
24-02 14:07:32|  3   1  95   0   0|3049M 9562M 1411M 16.9G|2.00   106 :   0  3.00 :2.00   103 | 256k   28M:   0    12k: 256k   28M|44.8G  451G:35.1G  456G
24-02 14:07:33|  3   2  96   0   0|3052M 9558M 1411M 16.9G|2.00   165 :   0  5.00 :2.00   160 | 256k   55M:   0    20k: 256k   55M|44.8G  451G:35.1G  456G
24-02 14:07:34|  3   1  95   1   0|3058M 9552M 1411M 16.9G|7.00   123 :   0  29.0 :7.00  86.0 | 440k   47M:   0   348k: 440k   46M|44.8G  451G:35.1G  456G
24-02 14:07:35|  3   2  95   0   0|3047M 9563M 1411M 16.9G|1.00  99.0 :   0  9.00 :1.00  88.0 | 128k   26M:   0    44k: 128k   25M|44.8G  451G:35.1G  456G
24-02 14:07:36|  3   2  95   0   0|3048M 9563M 1411M 16.9G|2.00   114 :   0  5.00 :2.00   101 | 136k   26M:   0    28k: 136k   26M|44.8G  451G:35.1G  456G
24-02 14:07:37|  2   1  97   0   0|3051M 9559M 1411M 16.9G|   0  96.0 :   0  1.00 :   0  95.0 |   0    25M:   0  8192B:   0    25M|44.8G  451G:35.1G  456G
24-02 14:07:38|  3   1  95   0   0|3050M 9560M 1411M 16.9G|   0   107 :   0  9.00 :   0  92.0 |   0    26M:   0    40k:   0    26M|44.8G  451G:35.1G  456G
24-02 14:07:39|  2   2  96   0   0|3052M 9557M 1411M 16.9G|   0  74.0 :   0  2.00 :   0  72.0 |   0    25M:   0   104k:   0    25M|44.8G  451G:35.1G  456G
24-02 14:07:40|  3   1  96   0   0|3044M 9566M 1411M 16.9G|   0  91.0 :   0  7.00 :   0  78.0 |   0    26M:   0   280k:   0    25M|44.8G  451G:35.1G  456G
24-02 14:07:41|  2   1  96   1   0|3036M 9574M 1411M 16.9G|   0   144 :   0  5.00 :   0  80.0 |   0    28M:   0    28k:   0    25M|44.8G  451G:35.1G  456G
24-02 14:07:42|  3   1  95   1   0|3049M 9560M 1411M 16.9G|71.0  86.0 :   0  7.00 :71.0  79.0 |8688k   26M:   0    32k:8688k   26M|44.8G  451G:35.1G  456G
24-02 14:07:43|  3   2  95   1   0|3067M 9542M 1411M 16.9G| 237  97.0 :   0  12.0 : 237  83.0 |  23M   25M:   0    52k:  23M   25M|44.8G  451G:35.1G  456G
24-02 14:07:44|  3   2  95   1   0|3059M 9548M 1411M 16.9G| 171   117 :   0  25.0 : 171  86.0 |  20M   26M:   0   208k:  20M   25M|44.8G  451G:35.1G  456G
24-02 14:07:45|  2   1  96   1   0|3054M 9554M 1411M 16.9G|98.0  98.0 :   0     0 :98.0  98.0 |6536k   25M:   0     0 :6536k   25M|44.8G  451G:35.1G  456G
24-02 14:07:46|  4   1  95   1   0|3051M 9556M 1411M 16.9G| 188   108 :   0  10.0 : 188  88.0 |  14M   26M:   0   264k:  14M   25M|44.8G  451G:35.1G  456G
24-02 14:07:47|  2   1  96   1   0|3047M 9563M 1411M 16.9G| 158   104 :   0  4.00 : 158   100 |  13M   25M:   0    16k:  13M   25M|44.8G  451G:35.1G  456G
24-02 14:07:48|  3   1  95   1   0|3041M 9569M 1411M 16.9G| 139  89.0 :   0  3.00 : 139  80.0 |5920k   26M:   0    16k:5920k   26M|44.8G  451G:35.1G  456G
24-02 14:07:49|  2   1  96   1   0|3047M 9563M 1411M 16.9G| 117   222 :   0  10.0 : 117   205 |3744k   30M:   0   128k:3744k   30M|44.8G  451G:35.1G  456G
24-02 14:07:50|  3   1  95   0   0|3054M 9557M 1411M 16.9G|3.00  88.0 :   0  6.00 :3.00  76.0 |  12k   26M:   0    28k:  12k   26M|44.8G  451G:35.1G  456G
----system---- --total-cpu-usage-- ------memory-usage----- --io/total-----io/sda------io/sdh-- -dsk/total----dsk/sda-----dsk/sdh-- ----root--------data---
     time     |usr sys idl wai stl| used  free  buff  cach| read  writ: read  writ: read  writ| read  writ: read  writ: read  writ| used  free: used  free
24-02 14:07:51|  3   1  96   1   0|3049M 9561M 1411M 16.9G| 220  89.0 :   0  14.0 : 220  71.0 |  20M   26M:   0   264k:  20M   25M|44.8G  451G:35.1G  456G
24-02 14:07:52|  3   1  95   1   0|3044M 9566M 1411M 16.9G| 160   153 :   0     0 : 160  88.0 |  20M   31M:   0     0 :  20M   26M|44.8G  451G:35.1G  456G
24-02 14:07:53|  3   2  66  29   0|3053M 9558M 1412M 16.9G| 423  1205 :   0  3.00 : 423  1202 |  25M  429M:   0    12k:  25M  429M|44.8G  451G:35.1G  456G
24-02 14:07:54|  4   2  93   1   0|3046M 9564M 1412M 16.9G| 146   183 :   0  22.0 : 146   153 |  18M   49M:   0   160k:  18M   48M|44.8G  451G:35.1G  456G
24-02 14:07:55|  3   2  94   1   0|3031M 9578M 1412M 16.9G| 195   222 :   0  3.00 : 195   219 |  22M   65M:   0    16k:  22M   65M|44.8G  451G:35.1G  456G
24-02 14:07:56|  4   2  93   1   0|3027M 9582M 1412M 16.9G| 207   193 :   0  13.0 : 207   170 |  21M   70M:   0   228k:  21M   70M|44.8G  451G:35.1G  456G
24-02 14:07:57|  3   1  95   1   0|3045M 9564M 1412M 16.9G| 253  97.0 :   0  6.00 : 253  91.0 |  23M   55M:   0    24k:  23M   55M|44.8G  451G:35.1G  456G
24-02 14:07:58|  3   2  94   1   0|3041M 9567M 1412M 16.9G| 230  99.0 :   0  6.00 : 230  87.0 |  21M   57M:   0    28k:  21M   57M|44.8G  451G:35.1G  456G
24-02 14:07:59|  3   1  94   1   0|3042M 9567M 1412M 16.9G| 134   155 :   0  4.00 : 134   107 |9948k   61M:   0    92k:9948k   59M|44.8G  451G:35.1G  456G
24-02 14:08:00|  4   1  94   1   0|3034M 9576M 1412M 16.9G| 126  95.0 :   0  3.00 : 126  86.0 |4700k   56M:   0    12k:4700k   56M|44.8G  451G:35.1G  456G
24-02 14:08:01|  5   2  92   1   0|3097M 9513M 1412M 16.9G| 298   108 :   0  16.0 : 298  92.0 |  23M   57M:   0    72k:  23M   57M|44.8G  451G:35.1G  456G
24-02 14:08:02|  4   2  94   1   0|3105M 9502M 1412M 16.9G| 143  98.0 :   0  10.0 : 143  84.0 |9704k   56M:   0   236k:9704k   56M|44.8G  451G:35.1G  456G
24-02 14:08:03|  3   2  94   1   0|3098M 9510M 1412M 16.9G| 278  98.0 :   0  3.00 : 278  95.0 |  18M   58M:   0    12k:  18M   58M|44.8G  451G:35.1G  456G
24-02 14:08:04|  4   3  69  25   0|3106M 9503M 1412M 16.9G| 242  1575 :   0  22.0 : 242  1545 |  17M  599M:   0   172k:  17M  598M|44.8G  451G:35.1G  456G
24-02 14:08:05|  3   1  95   1   0|3115M 9492M 1412M 16.9G| 144   252 :   0  5.00 : 144   247 |  10M   57M:   0    24k:  10M   57M|44.8G  451G:35.1G  456G
24-02 14:08:06|  4   2  93   1   0|3100M 9507M 1412M 16.9G| 300   243 :   0  10.0 : 300   189 |  25M   69M:   0    44k:  25M   63M|44.8G  451G:35.1G  456G
24-02 14:08:07|  2   1  96   1   0|3106M 9499M 1412M 16.9G| 137   104 :   0  5.00 : 137  99.0 |  15M   52M:   0   312k:  15M   52M|44.8G  451G:35.1G  456G
24-02 14:08:08|  3   2  94   2   0|3070M 9538M 1412M 16.9G| 277   146 :   0  38.0 : 277  98.0 |  22M   59M:   0   156k:  22M   59M|44.8G  451G:35.1G  456G
24-02 14:08:09|  3   1  93   3   0|3073M 9533M 1412M 16.9G| 148   266 :   0  7.00 : 148   259 |  18M  152M:   0   168k:  18M  152M|44.8G  451G:35.1G  456G
24-02 14:08:10|  3   1  94   1   0|3069M 9537M 1412M 16.9G| 222   108 :   0  7.00 : 222  95.0 |  23M   58M:   0    32k:  23M   58M|44.8G  451G:35.1G  456G
24-02 14:08:11|  2   2  95   1   0|3067M 9539M 1412M 16.9G| 276   104 :   0  7.00 : 276  97.0 |  24M   56M:   0    32k:  24M   56M|44.8G  451G:35.1G  456G
24-02 14:08:12|  3   2  94   1   0|3070M 9536M 1412M 16.9G| 207   104 :   0  4.00 : 207   100 |  23M   60M:   0    20k:  23M   60M|44.8G  451G:35.1G  456G
24-02 14:08:13|  2   2  95   1   0|3045M 9560M 1412M 16.9G| 271   157 :   0  12.0 : 271  87.0 |  23M   59M:   0   484k:  23M   56M|44.8G  451G:35.1G  456G
24-02 14:08:14|  4   4  58  34   0|3063M 9546M 1413M 16.9G| 283  1139 :   0  28.0 : 283  1103 |  18M  468M:   0   264k:  18M  468M|44.8G  451G:35.1G  456G
24-02 14:08:15|  3   2  94   1   0|3061M 9543M 1413M 16.9G| 147   215 :   0  2.00 : 147   213 |  14M   56M:   0    12k:  14M   56M|44.8G  451G:35.1G  456G
24-02 14:08:16|  3   2  94   1   0|3063M 9541M 1413M 16.9G| 273   185 :   0  7.00 : 273   172 |  26M   69M:   0    32k:  26M   69M|44.8G  451G:35.1G  456G
24-02 14:08:17|  2   1  95   1   0|3048M 9555M 1413M 16.9G| 151   101 :   0  4.00 : 151  97.0 |  19M   59M:   0    16k:  19M   59M|44.8G  451G:35.1G  456G
24-02 14:08:18|  3   1  94   2   0|3045M 9559M 1413M 16.9G| 256   162 :   0  3.00 : 256  87.0 |  21M   60M:   0    16k:  21M   57M|44.8G  451G:35.1G  456G
24-02 14:08:19|  2   1  96   1   0|3045M 9558M 1413M 16.9G| 222  96.0 :   0  8.00 : 222  86.0 |  22M   55M:   0   292k:  22M   55M|44.8G  451G:35.1G  456G
24-02 14:08:20|  3   1  95   1   0|3059M 9544M 1413M 16.9G| 209   143 :   0  6.00 : 209   126 |  23M   60M:   0    28k:  23M   60M|44.8G  451G:35.1G  456G
24-02 14:08:21|  3   2  85  10   0|3077M 9526M 1413M 16.9G| 257   417 :   0  21.0 : 257   380 |  21M  244M:   0   296k:  21M  241M|44.8G  451G:35.1G  456G
24-02 14:08:22|  4   3  87   7   0|3070M 9532M 1413M 16.9G| 263   467 :   0     0 : 263   467 |  25M  217M:   0     0 :  25M  217M|44.8G  451G:35.1G  456G
24-02 14:08:23|  2   2  96   1   0|3061M 9542M 1413M 16.9G| 289   106 :   0     0 : 289   106 |  25M   54M:   0     0 :  25M   54M|44.8G  451G:35.1G  456G
24-02 14:08:24|  4   2  89   5   0|3059M 9544M 1413M 16.9G| 178   568 :   0  10.0 : 178   548 |  22M  213M:   0   148k:  22M  213M|44.8G  451G:35.1G  456G
24-02 14:08:25|  3   1  95   1   0|3057M 9544M 1413M 16.9G| 227   172 :   0  4.00 : 227   166 |  23M   55M:   0    20k:  23M   55M|44.8G  451G:35.1G  456G
24-02 14:08:26|  3   2  93   1   0|3047M 9558M 1413M 16.9G| 317   189 :   0  8.00 : 317   175 |  28M   63M:   0    40k:  28M   63M|44.8G  451G:35.1G  456G
24-02 14:08:27|  3   2  88   7   0|3045M 9559M 1413M 16.9G| 197   598 :   0  21.0 : 197   540 |  20M  199M:   0   292k:  20M  197M|44.8G  451G:35.1G  456G
24-02 14:08:28|  3   2  95   1   0|3047M 9560M 1413M 16.9G| 404   102 :   0  6.00 : 404  90.0 |  44M   55M:   0    32k:  44M   54M|44.8G  451G:35.1G  456G
24-02 14:08:29|  2   2  95   1   0|3040M 9567M 1413M 16.9G| 411  99.0 :   0  2.00 : 411  97.0 |  51M   57M:   0   148k:  51M   57M|44.8G  451G:35.1G  456G
24-02 14:08:30|  3   2  94   1   0|3039M 9568M 1414M 16.9G| 433   104 :   0  1.00 : 433  95.0 |  52M   55M:   0  4096B:  52M   55M|44.8G  451G:35.1G  456G
24-02 14:08:31|  2   2  89   7   0|3036M 9572M 1414M 16.9G| 477   336 :   0  26.0 : 477   246 |  50M  149M:   0   204k:  50M  148M|44.8G  451G:35.1G  456G
24-02 14:08:32|  4   2  84  10   0|3035M 9572M 1414M 16.9G| 503   273 :   0  8.00 : 503   265 |  49M  162M:   0    36k:  49M  162M|44.8G  451G:35.1G  456G
24-02 14:08:33|  2   2  95   1   0|3033M 9575M 1414M 16.9G|3362  94.0 :   0  2.00 :3362  92.0 |  31M   57M:   0    12k:  31M   57M|44.8G  451G:35.1G  456G
24-02 14:08:34|  3   3  86   8   0|3035M 9573M 1414M 16.9G|2449   625 :   0  22.0 :2449   586 |  15M  261M:   0   244k:  15M  260M|44.8G  451G:35.1G  456G
24-02 14:08:35|  3   2  94   1   0|3042M 9565M 1414M 16.9G| 279   216 :   0  9.00 : 279   207 |  30M   56M:   0    40k:  30M   56M|44.8G  451G:35.2G  456G
----system---- --total-cpu-usage-- ------memory-usage----- --io/total-----io/sda------io/sdh-- -dsk/total----dsk/sda-----dsk/sdh-- ----root--------data---
     time     |usr sys idl wai stl| used  free  buff  cach| read  writ: read  writ: read  writ| read  writ: read  writ: read  writ| used  free: used  free
24-02 14:08:36|  4   2  94   1   0|3049M 9556M 1414M 16.9G| 246   282 :   0  10.0 : 246   262 |  31M   62M:   0    44k:  31M   61M|44.8G  451G:35.2G  456G
24-02 14:08:37|  3   2  94   1   0|3047M 9559M 1414M 16.9G| 305   128 :   0  1.00 : 305   127 |  35M   61M:   0  8192B:  35M   61M|44.8G  451G:35.2G  456G
24-02 14:08:38|  3   2  86   9   0|3056M 9552M 1414M 16.9G| 189   592 :   0  11.0 : 189   523 |  23M  274M:   0   216k:  23M  271M|44.8G  451G:35.2G  456G
24-02 14:08:39|  5   2  92   1   0|3110M 9498M 1414M 16.9G| 289   110 :   0  15.0 : 289  95.0 |  34M   57M:   0   152k:  34M   57M|44.8G  451G:35.2G  456G
24-02 14:08:40|  4   2  89   4   0|3121M 9486M 1414M 16.9G|2778   395 :   0  23.0 :2778   353 |  15M  200M:   0   272k:  15M  197M|44.8G  451G:35.3G  456G
24-02 14:08:41|  4   2  94   1   0|3115M 9491M 1414M 16.9G| 489  98.0 :   0  4.00 : 489  94.0 |7972k   53M:   0    16k:7972k   53M|44.8G  451G:35.3G  456G
24-02 14:08:42|  4   2  94   1   0|3125M 9480M 1414M 16.9G| 276   105 :   0  6.00 : 276  95.0 |  33M   66M:   0    24k:  33M   65M|44.8G  451G:35.3G  456G
24-02 14:08:43|  3   2  90   5   0|3124M 9491M 1414M 16.9G| 214   426 :   0  14.0 : 214   364 |  26M  252M:   0   156k:  26M  251M|44.8G  451G:35.3G  456G
24-02 14:08:44|  4   2  93   1   0|3121M 9494M 1414M 16.9G| 281   119 :   0  6.00 : 281   105 |  33M   56M:   0   132k:  33M   56M|44.8G  451G:35.3G  456G
24-02 14:08:45|  3   3  90   5   0|3058M 9557M 1415M 16.9G| 213   517 :   0  5.00 : 213   512 |  26M  209M:   0    28k:  26M  209M|44.8G  451G:35.4G  456G
24-02 14:08:46|  3   2  94   1   0|3048M 9567M 1415M 16.9G| 295   186 :   0  3.00 : 295   177 |  36M   46M:   0    16k:  36M   46M|44.8G  451G:35.4G  456G
24-02 14:08:47|  4   1  94   1   0|3056M 9559M 1415M 16.9G| 255   159 :   0  7.00 : 255   148 |  32M   62M:   0    28k:  32M   62M|44.8G  451G:35.4G  456G
24-02 14:08:48|  3   2  86   9   0|3059M 9555M 1415M 16.9G| 199   590 :   0  21.0 : 199   497 |  24M  286M:   0   344k:  24M  284M|44.8G  451G:35.4G  456G
24-02 14:08:49|  3   1  95   1   0|3057M 9558M 1415M 16.9G| 243  95.0 :   0  4.00 : 243  91.0 |  30M   57M:   0   108k:  30M   56M|44.8G  451G:35.4G  456G
24-02 14:08:50|  3   1  95   1   0|3068M 9547M 1415M 16.9G| 242   152 :   0  17.0 : 242   123 |  30M   77M:   0   144k:  30M   76M|44.8G  451G:35.5G  456G
24-02 14:08:51|  3   2  90   4   0|3049M 9568M 1415M 16.9G| 196   236 :   0  17.0 : 196   219 |  24M  169M:   0   260k:  24M  169M|44.8G  451G:35.5G  456G
24-02 14:08:52|  3   1  95   1   0|3043M 9572M 1415M 16.9G| 247  96.0 :   0  4.00 : 247  92.0 |  30M   61M:   0    16k:  30M   61M|44.8G  451G:35.5G  456G
24-02 14:08:53|  3   2  89   6   0|3050M 9566M 1415M 16.9G| 229   420 :   0  57.0 : 229   310 |  27M  240M:   0   348k:  27M  239M|44.8G  451G:35.5G  456G
24-02 14:08:54|  4   2  93   2   0|3051M 9565M 1415M 16.9G| 599   129 :   0  5.00 : 599   116 |  38M   52M:   0    20k:  38M   52M|44.8G  451G:35.5G  456G
24-02 14:08:55|  5   2  85   8   0|3071M 9561M 1415M 16.9G| 464   991 :   0  4.00 : 464   987 |  37M  238M:   0    20k:  37M  238M|44.8G  451G:35.6G  456G
24-02 14:08:56|  9   2  89   1   0|3045M 9574M 1415M 16.9G| 155   138 :   0  9.00 : 155   123 |  18M   43M:   0   120k:  18M   43M|44.8G  451G:35.6G  455G
24-02 14:08:57|  3   2  95   0   0|3056M 9559M 1415M 16.9G| 248   258 :   0  6.00 : 248   252 |  31M   62M:   0    28k:  31M   62M|44.8G  451G:35.6G  455G
24-02 14:08:58|  4   2  93   1   0|3066M 9549M 1415M 16.9G| 239   196 :   0  21.0 : 239   129 |  30M   94M:   0   328k:  30M   91M|44.8G  451G:35.6G  455G
24-02 14:08:59|  4   2  89   6   0|3066M 9547M 1415M 16.9G| 213   457 :   0  2.00 : 213   442 |  26M  232M:   0  8192B:  26M  232M|44.8G  451G:35.6G  455G
24-02 14:09:00|  4   2  93   0   0|3069M 9545M 1415M 16.9G| 247  89.0 :   0  1.00 : 247  82.0 |  31M   56M:   0  4096B:  31M   56M|44.8G  451G:35.7G  455G
